Product_norm,Product,Code,COG_category,COG_super_category
lysine n(6)-hydroxylase/l-ornithine n(5)-oxygenase family protein,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,AEIF,C,Metabolism
"lysine-2,3-aminomutase-like protein","lysine-2,3-aminomutase-like protein",AEIP,C,Metabolism
lysine-epsilon-oxidase maturase lodb,lysine-epsilon-oxidase maturase LodB,AEIR,C,Metabolism
macrolide family glycosyltransferase,macrolide family glycosyltransferase,AELK,C,Metabolism
magnesium-protoporphyrin ix monomethyl ester anaerobic oxidative cyclase,magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase,AEMH,C,Metabolism
malate dehydrogenase,malate dehydrogenase,AENB,C,Metabolism
malate dehydrogenase (quinone),malate dehydrogenase (quinone),AENC,C,Metabolism
malate synthase,malate synthase,AENE,C,Metabolism
malate synthase a,malate synthase A,AENF,C,Metabolism
malate synthase g,malate synthase G,AENH,C,Metabolism
malate--coa ligase subunit beta,malate--CoA ligase subunit beta,AENI,C,Metabolism
malate/lactate/ureidoglycolate dehydrogenase,malate/lactate/ureidoglycolate dehydrogenase,AENK,C,Metabolism
malate:quinone oxidoreductase,malate:quinone oxidoreductase,AENL,C,Metabolism
maleylacetate reductase,maleylacetate reductase,AENS,C,Metabolism
"maleylacetate reductase and hydroxyquinol 1,2-dioxygenase domain-containing protein","maleylacetate reductase and hydroxyquinol 1,2-dioxygenase domain-containing protein",AENT,C,Metabolism
maleylpyruvate isomerase family mycothiol-dependent enzyme,maleylpyruvate isomerase family mycothiol-dependent enzyme,AENX,C,Metabolism
malic enzyme,malic enzyme,AENY,C,Metabolism
malic enzyme-like nad(p)-binding protein,malic enzyme-like NAD(P)-binding protein,AENZ,C,Metabolism
malic enzyme-like protein,malic enzyme-like protein,AEOA,C,Metabolism
malolactic enzyme,malolactic enzyme,AEOB,C,Metabolism
malonate decarboxylase acyl carrier protein,malonate decarboxylase acyl carrier protein,AEOC,C,Metabolism
malonate decarboxylase subunit delta,malonate decarboxylase subunit delta,AEOG,C,Metabolism
malonic semialdehyde reductase,malonic semialdehyde reductase,AEOM,C,Metabolism
manganese catalase family protein,manganese catalase family protein,AEQL,C,Metabolism
manganese-dependent inorganic pyrophosphatase,manganese-dependent inorganic pyrophosphatase,AEQT,C,Metabolism
mannitol dehydrogenase family protein,mannitol dehydrogenase family protein,AEQW,C,Metabolism
mannitol-1-phosphate 5-dehydrogenase,mannitol-1-phosphate 5-dehydrogenase,AEQZ,C,Metabolism
medium chain dehydrogenase/reductase family protein,medium chain dehydrogenase/reductase family protein,AESO,C,Metabolism
membrane protein,membrane protein,AETD,C,Metabolism
menaquinol-cytochrome c reductase cytochrome b subunit,menaquinol-cytochrome c reductase cytochrome b subunit,AETZ,C,Metabolism
menaquinol-cytochrome c reductase cytochrome b/c subunit,menaquinol-cytochrome c reductase cytochrome b/c subunit,AEUA,C,Metabolism
menaquinone-dependent protoporphyrinogen ix dehydrogenase,menaquinone-dependent protoporphyrinogen IX dehydrogenase,AEUH,C,Metabolism
mercuric reductase,mercuric reductase,AEUL,C,Metabolism
mercury(ii) reductase,mercury(II) reductase,AEVF,C,Metabolism
methanobactin export mate transporter mbnm,methanobactin export MATE transporter MbnM,AEYB,C,Metabolism
methanol/ethanol family pqq-dependent dehydrogenase,methanol/ethanol family PQQ-dependent dehydrogenase,AEYX,C,Metabolism
methionine-r-sulfoxide reductase,methionine-R-sulfoxide reductase,AEZS,C,Metabolism
methylamine dehydrogenase accessory protein maud,methylamine dehydrogenase accessory protein MauD,AFAX,C,Metabolism
methylamine dehydrogenase light chain,methylamine dehydrogenase light chain,AFAY,C,Metabolism
aaa family atpase,AAA family ATPase,AFB,C,Metabolism
methylamine utilization protein,methylamine utilization protein,AFBA,C,Metabolism
methylated-dna--[protein]-cysteine s-methyltransferase,methylated-DNA--[protein]-cysteine S-methyltransferase,AFBL,C,Metabolism
methylenetetrahydrofolate reductase,methylenetetrahydrofolate reductase,AFBZ,C,Metabolism
methylenetetrahydrofolate reductase c-terminal domain-containing protein,methylenetetrahydrofolate reductase C-terminal domain-containing protein,AFCB,C,Metabolism
methylenetetrahydrofolate reductase [nad(p)h],methylenetetrahydrofolate reductase [NAD(P)H],AFCC,C,Metabolism
methylmalonate-semialdehyde dehydrogenase,methylmalonate-semialdehyde dehydrogenase,AFCK,C,Metabolism
methylphosphonate esterase,methylphosphonate esterase,AFCV,C,Metabolism
molecular chaperone tord family protein,molecular chaperone TorD family protein,AFGK,C,Metabolism
molybdenum cofactor-independent xanthine hydroxylase subunit hpxe,molybdenum cofactor-independent xanthine hydroxylase subunit HpxE,AFHE,C,Metabolism
molybdopterin cofactor-binding domain-containing protein,molybdopterin cofactor-binding domain-containing protein,AFHJ,C,Metabolism
molybdopterin dinucleotide binding domain-containing protein,molybdopterin dinucleotide binding domain-containing protein,AFHL,C,Metabolism
molybdopterin guanine dinucleotide-containing s/n-oxide reductase,molybdopterin guanine dinucleotide-containing S/N-oxide reductase,AFHN,C,Metabolism
molybdopterin oxidoreductase,molybdopterin oxidoreductase,AFHQ,C,Metabolism
molybdopterin oxidoreductase family protein,molybdopterin oxidoreductase family protein,AFHR,C,Metabolism
molybdopterin-containing oxidoreductase family protein,molybdopterin-containing oxidoreductase family protein,AFHZ,C,Metabolism
molybdopterin-dependent oxidoreductase,molybdopterin-dependent oxidoreductase,AFIA,C,Metabolism
molybdopterin-dependent oxidoreductase fad-binding subunit,molybdopterin-dependent oxidoreductase FAD-binding subunit,AFIB,C,Metabolism
monooxygenase,monooxygenase,AFIR,C,Metabolism
monovalent cation/h+ antiporter subunit a,monovalent cation/H+ antiporter subunit A,AFIY,C,Metabolism
monovalent cation/h+ antiporter subunit d,monovalent cation/H+ antiporter subunit D,AFIZ,C,Metabolism
monovalent cation/h+ antiporter subunit d family protein,monovalent cation/H+ antiporter subunit D family protein,AFJA,C,Metabolism
mucin-2,mucin-2,AFJS,C,Metabolism
multicopper oxidase domain-containing protein,multicopper oxidase domain-containing protein,AFKL,C,Metabolism
multifunctional d-malate/3-isopropylmalate/tartarate dehydrogenase,multifunctional D-malate/3-isopropylmalate/tartarate dehydrogenase,AFQJ,C,Metabolism
multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit,multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit,AFQM,C,Metabolism
multiheme c-type cytochrome,multiheme c-type cytochrome,AFQO,C,Metabolism
abc transporter,ABC transporter,AFR,C,Metabolism
abc transporter atp-binding protein,ABC transporter ATP-binding protein,AFS,C,Metabolism
mycofactocin radical sam maturase,mycofactocin radical SAM maturase,AFSL,C,Metabolism
mycofactocin system fadh/oye family oxidoreductase 1,mycofactocin system FadH/OYE family oxidoreductase 1,AFSM,C,Metabolism
mycofactocin system fadh/oye family oxidoreductase 2,mycofactocin system FadH/OYE family oxidoreductase 2,AFSN,C,Metabolism
mycofactocin-associated electron transfer flavoprotein alpha subunit,mycofactocin-associated electron transfer flavoprotein alpha subunit,AFSR,C,Metabolism
mycofactocin-associated electron transfer flavoprotein beta subunit,mycofactocin-associated electron transfer flavoprotein beta subunit,AFSS,C,Metabolism
mycothione reductase,mycothione reductase,AFTE,C,Metabolism
nickel pincer cofactor biosynthesis protein larb,nickel pincer cofactor biosynthesis protein LarB,AFVJ,C,Metabolism
nickel-dependent hydrogenase large subunit,nickel-dependent hydrogenase large subunit,AFVT,C,Metabolism
nickel-dependent hydrogenase small subunit,nickel-dependent hydrogenase small subunit,AFVU,C,Metabolism
nitrate reductase,nitrate reductase,AFXS,C,Metabolism
nitrate reductase z subunit alpha,nitrate reductase Z subunit alpha,AFXT,C,Metabolism
nitrate reductase catalytic subunit napa,nitrate reductase catalytic subunit NapA,AFXV,C,Metabolism
nitrate reductase cytochrome c-type subunit,nitrate reductase cytochrome c-type subunit,AFXW,C,Metabolism
nitrate reductase molybdenum cofactor assembly chaperone,nitrate reductase molybdenum cofactor assembly chaperone,AFXX,C,Metabolism
nitrate reductase subunit alpha,nitrate reductase subunit alpha,AFXY,C,Metabolism
nitrate reductase subunit beta,nitrate reductase subunit beta,AFXZ,C,Metabolism
nitric oxide synthase oxygenase,nitric oxide synthase oxygenase,AFYW,C,Metabolism
nitric-oxide reductase large subunit,nitric-oxide reductase large subunit,AFYZ,C,Metabolism
nitrilotriacetate monooxygenase component a,nitrilotriacetate monooxygenase component A,AFZI,C,Metabolism
nitrite reductase,nitrite reductase,AFZL,C,Metabolism
nitrite reductase large subunit nirb,nitrite reductase large subunit NirB,AFZN,C,Metabolism
nitrite reductase small subunit nird,nitrite reductase small subunit NirD,AFZO,C,Metabolism
nitrite/sulfite reductase,nitrite/sulfite reductase,AFZS,C,Metabolism
nitrogenase cofactor biosynthesis protein nifb,nitrogenase cofactor biosynthesis protein NifB,AGAI,C,Metabolism
nitrogenase component 1,nitrogenase component 1,AGAJ,C,Metabolism
nitrogenase iron-molybdenum cofactor biosynthesis protein nife,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,AGAN,C,Metabolism
nitrogenase iron-molybdenum cofactor biosynthesis protein nifn,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,AGAO,C,Metabolism
nitrogenase molybdenum-iron protein alpha chain,nitrogenase molybdenum-iron protein alpha chain,AGAP,C,Metabolism
nitrogenase molybdenum-iron protein subunit beta,nitrogenase molybdenum-iron protein subunit beta,AGAQ,C,Metabolism
nitronate monooxygenase,nitronate monooxygenase,AGAV,C,Metabolism
nitronate monooxygenase family protein,nitronate monooxygenase family protein,AGAW,C,Metabolism
nitroreductase,nitroreductase,AGAY,C,Metabolism
nitroreductase nfsa,nitroreductase NfsA,AGAZ,C,Metabolism
nitroreductase family deazaflavin-dependent oxidoreductase,nitroreductase family deazaflavin-dependent oxidoreductase,AGBA,C,Metabolism
nitroreductase family protein,nitroreductase family protein,AGBB,C,Metabolism
nitroreductase/quinone reductase family protein,nitroreductase/quinone reductase family protein,AGBC,C,Metabolism
nitrous oxide reductase accessory protein nosl,nitrous oxide reductase accessory protein NosL,AGBE,C,Metabolism
nuclear transport factor 2 family protein,nuclear transport factor 2 family protein,AGDZ,C,Metabolism
abc transporter permease,ABC transporter permease,AGE,C,Metabolism
nucleoside triphosphate pyrophosphohydrolase,nucleoside triphosphate pyrophosphohydrolase,AGFR,C,Metabolism
nucleotide disphospho-sugar-binding domain-containing protein,nucleotide disphospho-sugar-binding domain-containing protein,AGGC,C,Metabolism
nucleotide sugar dehydrogenase,nucleotide sugar dehydrogenase,AGGJ,C,Metabolism
oligosaccharide flippase family protein,oligosaccharide flippase family protein,AGIR,C,Metabolism
organomercurial lyase,organomercurial lyase,AGJW,C,Metabolism
organomercurial lyase merb,organomercurial lyase MerB,AGJX,C,Metabolism
organomercurial lyase merb1,organomercurial lyase MerB1,AGJY,C,Metabolism
ornithine cyclodeaminase family protein,ornithine cyclodeaminase family protein,AGKK,C,Metabolism
abc transporter permease subunit,ABC transporter permease subunit,AGL,C,Metabolism
oxalacetate decarboxylase subunit beta,oxalacetate decarboxylase subunit beta,AGOF,C,Metabolism
oxaloacetate decarboxylase subunit alpha,oxaloacetate decarboxylase subunit alpha,AGON,C,Metabolism
oxaloacetate decarboxylase subunit beta,oxaloacetate decarboxylase subunit beta,AGOO,C,Metabolism
oxaloacetate decarboxylase subunit gamma,oxaloacetate decarboxylase subunit gamma,AGOP,C,Metabolism
oxidative damage protection protein,oxidative damage protection protein,AGOX,C,Metabolism
oxidoreductase,oxidoreductase,AGPB,C,Metabolism
oxidoreductase c-terminal domain-containing protein,oxidoreductase C-terminal domain-containing protein,AGPC,C,Metabolism
oxidoreductase fad/nad(p)-binding domain-containing protein,oxidoreductase FAD/NAD(P)-binding domain-containing protein,AGPD,C,Metabolism
oxygen-insensitive nad(p)h nitroreductase,oxygen-insensitive NAD(P)H nitroreductase,AGPM,C,Metabolism
oxygen-insensitive nad(p)h-dependent nitroreductase nfsb,oxygen-insensitive NAD(P)H-dependent nitroreductase NfsB,AGPN,C,Metabolism
oxygen-insensitive nadph nitroreductase,oxygen-insensitive NADPH nitroreductase,AGPO,C,Metabolism
pentaheme c-type cytochrome torc,pentaheme c-type cytochrome TorC,AGTI,C,Metabolism
peptidase domain-containing abc transporter,peptidase domain-containing ABC transporter,AGVO,C,Metabolism
peptide-methionine (r)-s-oxide reductase msrb,peptide-methionine (R)-S-oxide reductase MsrB,AGXD,C,Metabolism
peptide-methionine (s)-s-oxide reductase,peptide-methionine (S)-S-oxide reductase,AGXE,C,Metabolism
peptide-methionine (s)-s-oxide reductase msra,peptide-methionine (S)-S-oxide reductase MsrA,AGXF,C,Metabolism
peptidyl-lysine n-acetyltransferase patz,peptidyl-lysine N-acetyltransferase PatZ,AGYW,C,Metabolism
abc transporter transmembrane domain-containing protein,ABC transporter transmembrane domain-containing protein,AGZ,C,Metabolism
periplasmic nitrate reductase subunit alpha,periplasmic nitrate reductase subunit alpha,AGZR,C,Metabolism
"periplasmic nitrate reductase, nape protein","periplasmic nitrate reductase, NapE protein",AGZS,C,Metabolism
peroxiredoxin,peroxiredoxin,AHAJ,C,Metabolism
peroxiredoxin family protein,peroxiredoxin family protein,AHAM,C,Metabolism
phage holin family protein,phage holin family protein,AHEB,C,Metabolism
phage tail protein,phage tail protein,AHHC,C,Metabolism
phage terminase large subunit family protein,phage terminase large subunit family protein,AHHZ,C,Metabolism
phenol 2-monooxygenase domain-containing protein,phenol 2-monooxygenase domain-containing protein,AHJT,C,Metabolism
phenol hydroxylase subunit p4,phenol hydroxylase subunit P4,AHKE,C,Metabolism
phenylacetaldehyde dehydrogenase,phenylacetaldehyde dehydrogenase,AHKR,C,Metabolism
phenylacetaldehyde dehydrogenase styd,phenylacetaldehyde dehydrogenase StyD,AHKS,C,Metabolism
phenylacetic acid degradation bifunctional protein paaz,phenylacetic acid degradation bifunctional protein PaaZ,AHKZ,C,Metabolism
phenylacetic acid degradation protein paan,phenylacetic acid degradation protein PaaN,AHLD,C,Metabolism
phosphate acetyltransferase,phosphate acetyltransferase,AHMZ,C,Metabolism
phosphate acyltransferase,phosphate acyltransferase,AHNA,C,Metabolism
phosphate butyryltransferase,phosphate butyryltransferase,AHNC,C,Metabolism
phosphatidylinositol-specific phospholipase c/glycerophosphodiester phosphodiesterase family protein,phosphatidylinositol-specific phospholipase C/glycerophosphodiester phosphodiesterase family protein,AHOU,C,Metabolism
phosphoadenosine phosphosulfate reductase,phosphoadenosine phosphosulfate reductase,AHPF,C,Metabolism
phosphoadenylyl-sulfate reductase,phosphoadenylyl-sulfate reductase,AHPI,C,Metabolism
phosphoenolpyruvate carboxykinase,phosphoenolpyruvate carboxykinase,AHPS,C,Metabolism
phosphoenolpyruvate carboxykinase (atp),phosphoenolpyruvate carboxykinase (ATP),AHPT,C,Metabolism
phosphoenolpyruvate carboxykinase (gtp),phosphoenolpyruvate carboxykinase (GTP),AHPU,C,Metabolism
phosphoenolpyruvate carboxylase,phosphoenolpyruvate carboxylase,AHPW,C,Metabolism
phosphoglycerate dehydrogenase,phosphoglycerate dehydrogenase,AHSA,C,Metabolism
phosphonate dehydrogenase,phosphonate dehydrogenase,AHUJ,C,Metabolism
phosphonate dehydrogenase ptxd,phosphonate dehydrogenase PtxD,AHUK,C,Metabolism
phosphonoacetaldehyde dehydrogenase,phosphonoacetaldehyde dehydrogenase,AHUS,C,Metabolism
phosphonoacetaldehyde reductase,phosphonoacetaldehyde reductase,AHUV,C,Metabolism
phosphonopyruvate decarboxylase,phosphonopyruvate decarboxylase,AHUX,C,Metabolism
phosphopentomutase,phosphopentomutase,AHVF,C,Metabolism
phosphoribulokinase,phosphoribulokinase,AHWO,C,Metabolism
phosphotransacetylase,phosphotransacetylase,AHXG,C,Metabolism
phosphotransacetylase family protein,phosphotransacetylase family protein,AHXH,C,Metabolism
